1000, 25, 301, 162
1000, 30, 339, 199
1000, 35, 376, 232
1000, 40, 407, 258
1000, 45, 436, 280
2000, 25, 425, 270
2000, 30, 504, 350
2000, 35, 574, 423
2000, 40, 639, 492
2000, 45, 710, 555
3000, 25, 544, 392
3000, 30, 659, 512
3000, 35, 779, 632
3000, 40, 890, 740
3000, 45, 987, 845
4000, 25, 659, 530
4000, 30, 820, 694
4000, 35, 960, 848
4000, 40, 1110, 1006
4000, 45, 1255, 1154
5000, 25, 770, 685
5000, 30, 963, 884
5000, 35, 1164, 1081
5000, 40, 1357, 1273
5000, 45, 1541, 1458
